Date,Close
4/30/2004 15:16:00,45.01
5/3/2004 15:16:00,45.01
5/4/2004 15:16:00,45.44
5/5/2004 15:16:00,45.7
5/6/2004 15:16:00,46.02
5/7/2004 15:16:00,47.66
5/10/2004 15:16:00,47.81
5/11/2004 15:16:00,47.68
5/12/2004 15:16:00,47.97
5/13/2004 15:16:00,48.51
5/14/2004 15:16:00,47.88
5/17/2004 15:16:00,46.99
5/18/2004 15:16:00,47.36
5/19/2004 15:16:00,47.94
5/20/2004 15:16:00,47.18
5/21/2004 15:16:00,47.64
5/24/2004 15:16:00,47.4
5/25/2004 15:16:00,47.24
5/26/2004 15:16:00,46.71
5/27/2004 15:16:00,45.88
5/28/2004 15:16:00,46.55
6/1/2004 15:16:00,47.04
6/2/2004 15:16:00,47.3
6/3/2004 15:16:00,47.12
6/4/2004 15:16:00,47.74
6/7/2004 15:16:00,47.65
6/8/2004 15:16:00,47.71
6/9/2004 15:16:00,48.12
6/10/2004 15:16:00,47.91
6/14/2004 15:16:00,48.7
6/15/2004 15:16:00,46.86
6/16/2004 15:16:00,47.32
6/17/2004 15:16:00,46.92
6/18/2004 15:16:00,47.06
6/21/2004 15:16:00,46.9
6/22/2004 15:16:00,47.04
6/23/2004 15:16:00,46.98
6/24/2004 15:16:00,46.46
6/25/2004 15:16:00,46.45
6/28/2004 15:16:00,47.39
6/29/2004 15:16:00,46.95
6/30/2004 15:16:00,46.17
7/1/2004 15:16:00,45.64
7/2/2004 15:16:00,44.58
7/6/2004 15:16:00,44.8
7/7/2004 15:16:00,44.72
7/8/2004 15:16:00,44.7
7/9/2004 15:16:00,44.66
7/12/2004 15:16:00,44.43
7/13/2004 15:16:00,44.79
7/14/2004 15:16:00,44.84
7/15/2004 15:16:00,44.85
7/16/2004 15:16:00,43.61
7/19/2004 15:16:00,43.61
7/20/2004 15:16:00,44.48
7/21/2004 15:16:00,44.87
7/22/2004 15:16:00,44.62
7/23/2004 15:16:00,44.32
7/26/2004 15:16:00,44.75
7/27/2004 15:16:00,45.95
7/28/2004 15:16:00,45.85
7/29/2004 15:16:00,45.75
7/30/2004 15:16:00,44.75
8/2/2004 15:16:00,44.52
8/3/2004 15:16:00,44.22
8/4/2004 15:16:00,44.29
8/5/2004 15:16:00,44
8/6/2004 15:16:00,42.17
8/9/2004 15:16:00,42.44
8/10/2004 15:16:00,42.87
8/11/2004 15:16:00,42.77
8/12/2004 15:16:00,42.5
8/13/2004 15:16:00,42.13
8/16/2004 15:16:00,42.58
8/17/2004 15:16:00,42.06
8/18/2004 15:16:00,42.27
8/19/2004 15:16:00,42.11
8/20/2004 15:16:00,42.31
8/23/2004 15:16:00,42.79
8/24/2004 15:16:00,42.83
8/25/2004 15:16:00,42.61
8/26/2004 15:16:00,42.27
8/27/2004 15:16:00,42.27
8/30/2004 15:16:00,41.88
8/31/2004 15:16:00,41.32
9/1/2004 15:16:00,41.23
9/2/2004 15:16:00,41.94
9/3/2004 15:16:00,42.93
9/7/2004 15:16:00,42.46
9/8/2004 15:16:00,41.63
9/9/2004 15:16:00,41.97
9/10/2004 15:16:00,41.8
9/13/2004 15:16:00,41.51
9/14/2004 15:16:00,41.33
9/15/2004 15:16:00,41.7
9/16/2004 15:16:00,40.69
9/17/2004 15:16:00,41.27
9/20/2004 15:16:00,40.58
9/21/2004 15:16:00,40.4
9/22/2004 15:16:00,39.89
9/23/2004 15:16:00,40.28
9/24/2004 15:16:00,40.31
9/27/2004 15:16:00,39.97
9/28/2004 15:16:00,40.12
9/29/2004 15:16:00,40.9
9/30/2004 15:16:00,41.19
10/1/2004 15:16:00,41.91
10/4/2004 15:16:00,41.73
10/5/2004 15:16:00,41.73
10/6/2004 15:16:00,42.24
10/7/2004 15:16:00,42.44
10/8/2004 15:16:00,41.33
10/11/2004 15:16:00,41.33
10/12/2004 15:16:00,41.02
10/13/2004 15:16:00,40.78
10/14/2004 15:16:00,40.15
10/15/2004 15:16:00,40.53
10/18/2004 15:16:00,40.53
10/19/2004 15:16:00,40.4
10/20/2004 15:16:00,39.91
10/21/2004 15:16:00,39.97
10/22/2004 15:16:00,39.84
10/25/2004 15:16:00,39.72
10/26/2004 15:16:00,39.89
10/27/2004 15:16:00,40.87
10/28/2004 15:16:00,40.8
10/29/2004 15:16:00,40.29
11/1/2004 15:16:00,40.9
11/2/2004 15:16:00,40.75
11/3/2004 15:16:00,40.7
11/4/2004 15:16:00,40.68
11/5/2004 15:16:00,41.86
11/8/2004 15:16:00,42.15
11/9/2004 15:16:00,42.18
11/10/2004 15:16:00,42.54
11/12/2004 15:16:00,42
11/15/2004 15:16:00,41.9
11/16/2004 15:16:00,42.08
11/17/2004 15:16:00,41.44
11/18/2004 15:16:00,41.17
11/19/2004 15:16:00,41.96
11/22/2004 15:16:00,41.65
11/23/2004 15:16:00,41.84
11/24/2004 15:16:00,41.95
11/26/2004 15:16:00,42.4
11/29/2004 15:16:00,43.3
11/30/2004 15:16:00,43.58
12/1/2004 15:16:00,43.75
12/9/2004 15:16:00,41.61
12/13/2004 15:16:00,41.51
12/14/2004 15:16:00,41.32
12/15/2004 15:16:00,40.76
12/16/2004 15:16:00,41.84
12/20/2004 15:16:00,41.99
12/21/2004 15:16:00,41.68
12/22/2004 15:16:00,42.01
12/23/2004 15:16:00,42.18
12/27/2004 15:16:00,42.91
12/28/2004 15:16:00,42.91
12/29/2004 15:16:00,43.22
12/30/2004 15:16:00,42.63
1/3/2005 15:16:00,42.19
1/4/2005 15:16:00,42.83
1/5/2005 15:16:00,42.77
1/6/2005 15:16:00,42.72
1/10/2005 15:16:00,42.78
1/11/2005 15:16:00,42.44
1/12/2005 15:16:00,42.36
1/13/2005 15:16:00,41.87
1/18/2005 15:16:00,41.95
1/19/2005 15:16:00,41.87
1/20/2005 15:16:00,41.65
1/21/2005 15:16:00,41.4
1/24/2005 15:16:00,41.22
1/25/2005 15:16:00,41.89
1/26/2005 15:16:00,41.92
1/27/2005 15:16:00,42.07
1/28/2005 15:16:00,41.38
1/31/2005 15:16:00,41.32
2/1/2005 15:16:00,41.36
2/2/2005 15:16:00,41.4
2/3/2005 15:16:00,41.63
2/4/2005 15:16:00,40.73
2/7/2005 15:16:00,40.52
2/8/2005 15:16:00,40.37
2/9/2005 15:16:00,39.77
2/10/2005 15:16:00,40.73
2/11/2005 15:16:00,40.95
2/14/2005 15:16:00,40.73
2/15/2005 15:16:00,40.98
2/16/2005 15:16:00,41.58
2/17/2005 15:16:00,41.85
2/18/2005 15:16:00,42.6
2/22/2005 15:16:00,42.85
2/23/2005 15:16:00,42.68
2/24/2005 15:16:00,42.81
2/25/2005 15:16:00,42.72
2/28/2005 15:16:00,43.59
3/1/2005 15:16:00,43.72
3/2/2005 15:16:00,43.79
3/3/2005 15:16:00,43.83
3/4/2005 15:16:00,43.1
3/7/2005 15:16:00,43.04
3/8/2005 15:16:00,43.75
3/9/2005 15:16:00,45.14
3/10/2005 15:16:00,44.59
3/11/2005 15:16:00,45.35
3/14/2005 15:16:00,45.16
3/15/2005 15:16:00,45.42
3/16/2005 15:16:00,45.18
3/17/2005 15:16:00,44.7
3/18/2005 15:16:00,45.11
3/21/2005 15:16:00,45.25
